imageID,username,imageName,groundTruthSize,experience,imgW,imgH,tissueArea,tumorArea,annoArea,groundTruth,diagnosis,diagnosisBinary,diagnosisError,correctness,magnification,taskCompletionTime,cancerType,tumorTissueRatio,imgPrecision,imgRecall,imgIoU,imgF1,imgF05,imgF025,tpArea,fpArea,fnArea,tnArea,overallAcc,overallPrecision,overallRecall,overallF1,overallF05,overallF025,meanPrecision,meanRecall,meanIoU,meanF1,meanF05,meanF025,zoom,imageZoom,numFixations,numFixationsInGT,fixationDuration,fixationDurationInGT,timeToFirstGTFix,saccadeDistance,saccadeSpeed,eccentricity,fixationDistToCenter,coverage,turnAngle
C37,P9,test_116.tif,Micro,2,87552,71168,1038294,368,0,1,Benign,0,FN,0,40,28.826,Lymph,0.0002966404506,0,0,0,0,0,0,0,0,308,1037986,0.6166666667,1,0.4888888889,0.6567164179,0.8270676692,0.9420654912,0.45,0.54,0.43,0.48,0.46,0.45,0.836,0.0202,61,0,181.1311,0,-1,10807.47,41.50615,604.1849,566.4499,0.190117,91.86304
C18,P1,test_068.tif,Macro,2,97792,221184,1851746,157684,102897,1,Malignant,1,TP,1,20,56.423,Lymph,0.07696627939,0.9517987454,0.6259665174,0.6067328618,0.7552380066,0.8620543048,0.9235212521,89214,4518,53308,1704706,0.65,1,0.5333333333,0.6956521739,0.8510638298,0.951048951,0.6,0.48,0.46,0.51,0.55,0.58,5.062,0.033,142,42,280.169,369.0476,24892,5831.589,21.19218,194.6699,371.3427,0.15794,98.1687
C38,P10,test_118.tif,None,1,97792,218112,919955,0,0,0,Benign,1,TN,1,20,85.833,Lymph,0,1,1,1,1,1,1,0,0,0,919955,0.55,1,0.4,0.5714285714,0.7692307692,0.9189189189,0.48,0.47,0.42,0.46,0.47,0.47,3.94,0.026,209,0,277.9856,0,-1,3028.869,8.6466,2561.984,351.7559,0.098954,82.70136
C38,P11,test_118.tif,None,3,97792,218112,919955,0,0,0,Benign,1,TN,1,20,70.326,Lymph,0,1,1,1,1,1,1,0,0,0,919955,0.8833333333,0.975,0.8666666667,0.9176470588,0.9512195122,0.9678832117,0.56,0.71,0.5,0.58,0.56,0.56,29.919,0.1975,187,0,282.4866,0,-1,2905.356,9.888503,2561.984,406.9052,0.067088,93.41515
C38,P2,test_118.tif,None,1,97792,218112,919955,0,0,0,Benign,1,TN,1,20,56.491,Lymph,0,1,1,1,1,1,1,0,0,0,919955,0.6333333333,1,0.5111111111,0.6764705882,0.8394160584,0.9467312349,0.49,0.5,0.42,0.48,0.48,0.48,13.297,0.0878,129,0,290.4496,0,-1,5421.826,19.61756,2561.984,299.7347,0.132508,73.39413
C38,P3,test_118.tif,None,3,97792,218112,919955,0,0,0,Benign,1,TN,1,20,54.224,Lymph,0,1,1,1,1,1,1,0,0,0,919955,0.8,1,0.7333333333,0.8461538462,0.9322033898,0.9790575916,0.65,0.44,0.4,0.47,0.51,0.57,25.629,0.1692,103,0,281.4951,0,-1,5465.683,17.06642,2561.984,470.5473,0.094523,90.00472
C38,P4,test_118.tif,None,2,97792,218112,919955,0,2492,0,Atypical,0,FP,0,20,159.184,Lymph,0,0,0,0,0,0,0,0,1299,0,918656,0.7833333333,0.9210526316,0.7777777778,0.843373494,0.8883248731,0.911179173,0.62,0.49,0.43,0.51,0.54,0.58,100.976,0.6667,441,0,234.5669,0,-1,2831.96,9.302799,2561.984,443.9229,0.142468,91.26278
C38,P5,test_118.tif,None,1,97792,218112,919955,0,0,0,Benign,1,TN,1,20,29.721,Lymph,0,1,1,1,1,1,1,0,0,0,919955,0.6833333333,1,0.5777777778,0.7323943662,0.8724832215,0.9587852495,0.55,0.5,0.43,0.5,0.52,0.53,25.629,0.1692,63,0,252.4444,0,-1,4536.045,14.91725,2561.984,427.229,0.0937,89.66762
C38,P6,test_118.tif,None,3,97792,218112,919955,0,0,0,Benign,1,TN,1,20,54.469,Lymph,0,1,1,1,1,1,1,0,0,0,919955,0.6166666667,1,0.4888888889,0.6567164179,0.8270676692,0.9420654912,0.51,0.53,0.46,0.51,0.5,0.5,38.443,0.2538,121,0,335.9752,0,-1,5582.914,15.19469,2561.984,408.0968,0.098714,91.29253
C38,P7,test_118.tif,None,4,97792,218112,919955,0,0,0,Benign,1,TN,1,20,109.654,Lymph,0,1,1,1,1,1,1,0,0,0,919955,0.6666666667,1,0.5555555556,0.7142857143,0.8620689655,0.9550561798,0.54,0.56,0.48,0.54,0.54,0.54,2.25,0.0149,71,0,146.4366,0,-1,3228.011,5.386582,2561.984,352.6145,0.011164,91.71659
C38,P8,test_118.tif,None,4,97792,218112,919955,0,0,0,Benign,1,TN,1,20,38.989,Lymph,0,1,1,1,1,1,1,0,0,0,919955,0.6166666667,1,0.4888888889,0.6567164179,0.8270676692,0.9420654912,0.46,0.46,0.39,0.44,0.45,0.46,11.39,0.0752,68,0,230.6324,0,-1,6043.261,21.33209,2561.984,451.6286,0.074284,105.2601
C38,P9,test_118.tif,None,2,97792,218112,919955,0,0,0,Benign,1,TN,1,20,99.06,Lymph,0,1,1,1,1,1,1,0,0,0,919955,0.6166666667,1,0.4888888889,0.6567164179,0.8270676692,0.9420654912,0.45,0.54,0.43,0.48,0.46,0.45,17.086,0.1128,193,0,212.6891,0,-1,6495.741,18.96254,2561.984,510.9819,0.136924,94.77814
C55,P1,test_071.tif,Macro,2,155648,96768,1147484,359181,154560,1,Malignant,1,TP,1,40,18.856,Lymph,0.2811359461,0.9063077406,0.3846819116,0.3699691141,0.540113073,0.7129553135,0.8393570382,124098,12829,198501,812056,0.65,1,0.5333333333,0.6956521739,0.8510638298,0.951048951,0.6,0.48,0.46,0.51,0.55,0.58,11.391,0.1551,27,24,326.2593,335.4583,2481,7775.884,28.73602,18.34792,552.1134,0.062822,78.36547
C39,P10,test_121.tif,Macro,1,97792,221184,1029469,20556,0,1,Benign,0,FN,0,20,44.399,Lymph,0.01513790119,0,0,0,0,0,0,0,0,15584,1013885,0.55,1,0.4,0.5714285714,0.7692307692,0.9189189189,0.48,0.47,0.42,0.46,0.47,0.47,38.44,0.2503,133,2,236.1128,350,43,3813.378,12.02918,277.8193,299.5932,0.077479,80.19051
C39,P11,test_121.tif,Macro,3,97792,221184,1029469,20556,36956,1,Neoplastic,1,TP,1,20,147.386,Lymph,0.01513790119,0.5531277116,0.8998973306,0.5210671026,0.6851336167,0.5993162393,0.5659563962,14024,11330,1560,1002555,0.8833333333,0.975,0.8666666667,0.9176470588,0.9512195122,0.9678832117,0.56,0.71,0.5,0.58,0.56,0.56,11.39,0.0742,363,58,217.135,235.2759,64498,3328.045,9.339479,145.1506,434.5694,0.098443,86.74987
C39,P2,test_121.tif,Macro,1,97792,221184,1029469,20556,24084,1,Malignant,1,TP,1,20,49.557,Lymph,0.01513790119,0.6016863003,0.6456622177,0.4523263655,0.6228990621,0.6099956351,0.6041066282,10062,6661,5522,1007224,0.6333333333,1,0.5111111111,0.6764705882,0.8394160584,0.9467312349,0.49,0.5,0.42,0.48,0.48,0.48,13.484,0.0878,88,36,273.5455,296.8333,11327,3031.705,9.719008,97.0995,290.7238,0.04969,91.0533
C39,P3,test_121.tif,Macro,3,97792,221184,1029469,20556,12970,1,Malignant,1,TP,1,20,38.734,Lymph,0.01513790119,0.8720974861,0.583226386,0.5372702016,0.6989925402,0.7934942031,0.8474080818,9089,1333,6495,1012552,0.8,1,0.7333333333,0.8461538462,0.9322033898,0.9790575916,0.65,0.44,0.4,0.47,0.51,0.57,17.085,0.1112,91,28,275.8242,332.1071,16295,5179.951,14.53241,182.3097,415.5757,0.111635,85.83933
C39,P4,test_121.tif,Macro,2,97792,221184,1029469,20556,4429,1,Malignant,1,TP,1,20,32.227,Lymph,0.01513790119,0.9955298449,0.2429414784,0.2426767515,0.3905710012,0.6146902195,0.8420818505,3786,17,11798,1013868,0.7833333333,0.9210526316,0.7777777778,0.843373494,0.8883248731,0.911179173,0.62,0.49,0.43,0.51,0.54,0.58,57.66,0.3754,74,34,257.8784,260.7647,4830,4337.401,12.82334,138.3825,426.4302,0.105183,92.40093
C39,P5,test_121.tif,Macro,1,97792,221184,1029469,20556,0,1,Benign,0,FN,0,20,114.813,Lymph,0.01513790119,0,0,0,0,0,0,0,0,15584,1013885,0.6833333333,1,0.5777777778,0.7323943662,0.8724832215,0.9587852495,0.55,0.5,0.43,0.5,0.52,0.53,45.507,0.2963,290,0,249.0448,0,-1,2198.932,8.132412,422.5856,398.5799,0.100653,88.17208
C39,P6,test_121.tif,Macro,3,97792,221184,1029469,20556,18670,1,Malignant,1,TP,1,20,46.834,Lymph,0.01513790119,0.6747462192,0.6269892197,0.4814723564,0.6499916847,0.6646215378,0.671736493,9771,4710,5813,1009175,0.6166666667,1,0.4888888889,0.6567164179,0.8270676692,0.9420654912,0.51,0.53,0.46,0.51,0.5,0.5,17.085,0.1112,64,21,401.5469,405.1429,11439,2463.186,6.672445,82.65471,378.2899,0.048542,93.08074
C39,P7,test_121.tif,Macro,4,97792,221184,1029469,20556,31833,1,Malignant,1,TP,1,20,82.881,Lymph,0.01513790119,0.4803116544,0.6606134497,0.3852486622,0.556215895,0.5080438216,0.4881487638,10295,11139,5289,1002746,0.6666666667,1,0.5555555556,0.7142857143,0.8620689655,0.9550561798,0.54,0.56,0.48,0.54,0.54,0.54,3.375,0.022,14,7,111.3571,125,26118,4365.703,9.166371,39.29715,265.2339,0.034916,151.7217
C39,P8,test_121.tif,Macro,4,97792,221184,1029469,20556,0,1,Benign,0,FN,0,20,22.978,Lymph,0.01513790119,0,0,0,0,0,0,0,0,15584,1013885,0.6166666667,1,0.4888888889,0.6567164179,0.8270676692,0.9420654912,0.46,0.46,0.39,0.44,0.45,0.46,3.375,0.022,58,1,208.5,342,11510,7181.432,30.42945,332.8582,372.5635,0.129084,85.27511
C39,P9,test_121.tif,Macro,2,97792,221184,1029469,20556,20679,1,Neoplastic,1,TP,1,20,55.96,Lymph,0.01513790119,0.5338554413,0.4199178645,0.3072588975,0.4700811723,0.5063761298,0.5254685611,6544,5714,9040,1008171,0.6166666667,1,0.4888888889,0.6567164179,0.8270676692,0.9420654912,0.45,0.54,0.43,0.48,0.46,0.45,13.484,0.0878,154,22,210.3831,251.9545,34429,3933.316,14.65211,156.0493,450.3169,0.120091,94.0644
C20,P1,test_074.tif,Micro,2,97792,211968,1645592,2895,0,1,Benign,0,FN,0,20,54.345,Lymph,0.001427449817,0,0,0,0,0,0,0,0,2349,1643243,0.65,1,0.5333333333,0.6956521739,0.8510638298,0.951048951,0.6,0.48,0.46,0.51,0.55,0.58,25.632,0.1741,143,0,254.3636,0,-1,6840.534,23.432,621.3639,452.0778,0.203761,92.69086
C4,P10,test_013.tif,Micro,1,96768,221184,558280,304,0,1,Benign,0,FN,0,20,80.487,Lymph,0.0004316830264,0,0,0,0,0,0,0,0,241,558039,0.55,1,0.4,0.5714285714,0.7692307692,0.9189189189,0.48,0.47,0.42,0.46,0.47,0.47,2.663,0.0173,254,0,242.9961,0,-1,2233.041,7.61538,444.3324,309.388,0.111438,77.71829
C4,P11,test_013.tif,Micro,3,96768,221184,558280,304,1566,1,Malignant,1,TP,1,20,62.003,Lymph,0.0004316830264,0.2313649564,0.9917012448,0.2309178744,0.3751962323,0.2732677796,0.2422923251,239,794,2,557245,0.8833333333,0.975,0.8666666667,0.9176470588,0.9512195122,0.9678832117,0.56,0.71,0.5,0.58,0.56,0.56,30.336,0.1975,146,9,228.3836,317.4444,8462,3016.557,9.837751,239.8353,345.5468,0.099992,86.86431
C4,P2,test_013.tif,Micro,1,96768,221184,558280,304,0,1,Benign,0,FN,0,20,44.062,Lymph,0.0004316830264,0,0,0,0,0,0,0,0,241,558039,0.6333333333,1,0.5111111111,0.6764705882,0.8394160584,0.9467312349,0.49,0.5,0.42,0.48,0.48,0.48,5.062,0.033,91,0,257.4066,0,-1,3071.272,10.91457,493.3796,279.7004,0.107975,87.77115
C4,P3,test_013.tif,Micro,3,96768,221184,558280,304,0,1,Benign,0,FN,0,20,24.221,Lymph,0.0004316830264,0,0,0,0,0,0,0,0,241,558039,0.8,1,0.7333333333,0.8461538462,0.9322033898,0.9790575916,0.65,0.44,0.4,0.47,0.51,0.57,5.062,0.033,57,0,250.0877,0,-1,5784.381,19.96083,311.817,450.6321,0.063505,110.9757
C4,P4,test_013.tif,Micro,2,96768,221184,558280,304,591,1,Malignant,1,TP,1,20,142.896,Lymph,0.0004316830264,0.3698630137,0.6721991701,0.3133462282,0.4771723122,0.4064224787,0.379914471,162,276,79,557763,0.7833333333,0.9210526316,0.7777777778,0.843373494,0.8883248731,0.911179173,0.62,0.49,0.43,0.51,0.54,0.58,129.727,0.8447,375,26,291.7307,292.6923,20890,2245.97,6.422655,311.8043,408.004,0.11347,92.38441
C4,P5,test_013.tif,Micro,1,96768,221184,558280,304,0,1,Benign,0,FN,0,20,24.241,Lymph,0.0004316830264,0,0,0,0,0,0,0,0,241,558039,0.6833333333,1,0.5777777778,0.7323943662,0.8724832215,0.9587852495,0.55,0.5,0.43,0.5,0.52,0.53,17.083,0.1112,53,0,210.1509,0,-1,7034.497,31.90547,431.6834,371.1584,0.089946,103.7235
C4,P6,test_013.tif,Micro,3,96768,221184,558280,304,0,1,Benign,0,FN,0,20,24.234,Lymph,0.0004316830264,0,0,0,0,0,0,0,0,241,558039,0.6166666667,1,0.4888888889,0.6567164179,0.8270676692,0.9420654912,0.51,0.53,0.46,0.51,0.5,0.5,3.375,0.022,50,0,314.56,0,-1,5832.544,19.13189,352.0648,398.8859,0.099025,90.87879
C4,P7,test_013.tif,Micro,4,96768,221184,558280,304,0,1,Benign,0,FN,0,20,55.801,Lymph,0.0004316830264,0,0,0,0,0,0,0,0,241,558039,0.6666666667,1,0.5555555556,0.7142857143,0.8620689655,0.9550561798,0.54,0.56,0.48,0.54,0.54,0.54,7.593,0.0494,37,0,125.4595,0,-1,5418.167,13.81112,319.2586,260.3646,0.08233,88.45081
C4,P8,test_013.tif,Micro,4,96768,221184,558280,304,0,1,Benign,0,FN,0,20,19.544,Lymph,0.0004316830264,0,0,0,0,0,0,0,0,241,558039,0.6166666667,1,0.4888888889,0.6567164179,0.8270676692,0.9420654912,0.46,0.46,0.39,0.44,0.45,0.46,2.25,0.0146,49,0,217.8776,0,-1,5937.756,23.60961,359.8982,318.3517,0.075144,96.06713
C4,P9,test_013.tif,Micro,2,96768,221184,558280,304,0,1,Benign,0,FN,0,20,50.122,Lymph,0.0004316830264,0,0,0,0,0,0,0,0,241,558039,0.6166666667,1,0.4888888889,0.6567164179,0.8270676692,0.9420654912,0.45,0.54,0.43,0.48,0.46,0.45,1.5,0.0098,125,0,150.832,0,-1,5876.446,18.08073,412.5012,394.3719,0.139023,101.3949
C23,P1,test_079.tif,Micro,2,102400,86016,1030890,9458,743,1,Malignant,1,TP,1,40,87.404,Lymph,0.008576084742,0.901369863,0.07442596991,0.07382475036,0.137498694,0.2797381175,0.5451001413,658,72,8183,1021977,0.65,1,0.5333333333,0.6956521739,0.8510638298,0.951048951,0.6,0.48,0.46,0.51,0.55,0.58,20.734,0.4291,204,56,243.3725,273.6607,23626,4929.323,18.30124,288.899,433.2204,0.194617,88.16761
C40,P10,test_122.tif,Micro,1,86016,86016,1408090,8081,0,1,Benign,0,FN,0,20,41.96,Lymph,0.004582803656,0,0,0,0,0,0,0,0,6453,1401637,0.55,1,0.4,0.5714285714,0.7692307692,0.9189189189,0.48,0.47,0.42,0.46,0.47,0.47,0.68,0.0167,109,0,260.3303,0,-1,6018.709,23.33964,512.378,374.5844,0.208808,77.09816
C40,P11,test_122.tif,Micro,3,86016,86016,1408090,8081,17013,1,Malignant,1,TP,1,20,51.712,Lymph,0.004582803656,0.3138774349,0.6841779018,0.2741554893,0.4303328622,0.3519779326,0.3241990592,4415,9651,2038,1391986,0.8833333333,0.975,0.8666666667,0.9176470588,0.9512195122,0.9678832117,0.56,0.71,0.5,0.58,0.56,0.56,3.44,0.0848,128,8,302.25,334.25,32618,5503.228,17.17477,272.8779,425.5129,0.18793,93.46493
C40,P2,test_122.tif,Micro,1,86016,86016,1408090,8081,0,1,Benign,0,FN,0,20,71.012,Lymph,0.004582803656,0,0,0,0,0,0,0,0,6453,1401637,0.6333333333,1,0.5111111111,0.6764705882,0.8394160584,0.9467312349,0.49,0.5,0.42,0.48,0.48,0.48,7.741,0.1907,165,0,224.2424,0,-1,4783.662,17.33885,527.8105,315.527,0.229917,85.40035
C40,P3,test_122.tif,Micro,3,86016,86016,1408090,8081,8247,1,Malignant,1,TP,1,20,77.97,Lymph,0.004582803656,0.4898846096,0.506586084,0.3316424876,0.4980953832,0.4931362196,0.4908365056,3269,3404,3184,1398233,0.8,1,0.7333333333,0.8461538462,0.9322033898,0.9790575916,0.65,0.44,0.4,0.47,0.51,0.57,8.018,0.1975,135,36,268.6519,320.8056,2070,4733.205,14.00918,212.9544,487.1692,0.07217,87.0849
C40,P4,test_122.tif,Micro,2,86016,86016,1408090,8081,12408,1,Malignant,1,TP,1,20,167.385,Lymph,0.004582803656,0.3260505856,0.513404618,0.2490790166,0.3988202721,0.3517209164,0.3332031782,3313,6848,3140,1394789,0.7833333333,0.9210526316,0.7777777778,0.843373494,0.8883248731,0.911179173,0.62,0.49,0.43,0.51,0.54,0.58,2.376,0.0585,459,92,252.268,279.25,47952,2798.122,8.1802,222.9387,446.4502,0.173649,94.36853
C40,P5,test_122.tif,Micro,1,86016,86016,1408090,8081,21170,1,Malignant,1,TP,1,20,134.984,Lymph,0.004582803656,0.354794602,0.9248411592,0.3448514966,0.5128469537,0.4046815032,0.368142415,5968,10853,485,1390784,0.6833333333,1,0.5777777778,0.7323943662,0.8724832215,0.9587852495,0.55,0.5,0.43,0.5,0.52,0.53,2.376,0.0585,239,78,249.4895,268.8462,6799,3040.464,11.67871,155.8068,404.532,0.10391,95.168
C40,P6,test_122.tif,Micro,3,86016,86016,1408090,8081,0,1,Benign,0,FN,0,20,17.132,Lymph,0.004582803656,0,0,0,0,0,0,0,0,6453,1401637,0.6166666667,1,0.4888888889,0.6567164179,0.8270676692,0.9420654912,0.51,0.53,0.46,0.51,0.5,0.5,1.529,0.0377,36,0,289.1389,0,-1,14625.53,53.65833,512.9597,527.2011,0.144136,102.0069
C40,P7,test_122.tif,Micro,4,86016,86016,1408090,8081,0,1,Benign,0,FN,0,20,68.217,Lymph,0.004582803656,0,0,0,0,0,0,0,0,6453,1401637,0.6666666667,1,0.5555555556,0.7142857143,0.8620689655,0.9550561798,0.54,0.56,0.48,0.54,0.54,0.54,3.44,0.0848,32,0,161.2188,0,-1,8879.904,15.8357,342.7637,508.2002,0.095945,78.4531
C40,P8,test_122.tif,Micro,4,86016,86016,1408090,8081,0,1,Benign,0,FN,0,20,10.679,Lymph,0.004582803656,0,0,0,0,0,0,0,0,6453,1401637,0.6166666667,1,0.4888888889,0.6567164179,0.8270676692,0.9420654912,0.46,0.46,0.39,0.44,0.45,0.46,0.68,0.0167,24,0,217.0833,0,-1,22337.72,77.28117,415.1546,397.6131,0.207239,115.8434
C40,P9,test_122.tif,Micro,2,86016,86016,1408090,8081,0,1,Benign,0,FN,0,20,67.703,Lymph,0.004582803656,0,0,0,0,0,0,0,0,6453,1401637,0.6166666667,1,0.4888888889,0.6567164179,0.8270676692,0.9420654912,0.45,0.54,0.43,0.48,0.46,0.45,0.68,0.0167,150,23,172.6267,211.2174,8190,6245.695,19.19763,317.959,476.6806,0.217344,85.57886
C19,P1,test_073.tif,Macro,2,159744,86016,1649178,677174,278707,1,Malignant,1,TP,1,40,28.044,Lymph,0.2866688738,0.8274699063,0.315520509,0.2960446147,0.4568432465,0.6247361473,0.7553737048,149168,31102,323600,1145308,0.65,1,0.5333333333,0.6956521739,0.8510638298,0.951048951,0.6,0.48,0.46,0.51,0.55,0.58,1,0.0133,54,21,287.6481,389.8095,763,27028.5,89.53325,33.46299,647.5453,0.208372,91.34415
C41,P10,test_002.tif,Macro,1,97792,221184,1449378,34688,0,1,Benign,0,FN,0,20,114.185,Lymph,0.01474632567,0,0,0,0,0,0,0,0,21373,1428005,0.55,1,0.4,0.5714285714,0.7692307692,0.9189189189,0.48,0.47,0.42,0.46,0.47,0.47,1.184,0.0077,330,46,259.0818,313,75458,3478.707,10.63256,241.3602,350.368,0.228174,82.09518
C41,P11,test_002.tif,Macro,3,97792,221184,1449378,34688,24210,1,Malignant,1,TP,1,20,63.573,Lymph,0.01474632567,0.7427331172,0.6324334441,0.518787181,0.68315981,0.7176990305,0.7351907012,13517,4682,7856,1423323,0.8833333333,0.975,0.8666666667,0.9176470588,0.9512195122,0.9678832117,0.56,0.71,0.5,0.58,0.56,0.56,11.39,0.0742,152,18,204.7895,224.0556,5038,4424.616,14.95142,465.3635,445.9263,0.063969,92.47435
C41,P2,test_002.tif,Macro,1,97792,221184,1449378,34688,2137,1,Malignant,1,TP,1,20,138.329,Lymph,0.01474632567,0.679844098,0.05712815234,0.05563149262,0.1053994562,0.2137829604,0.4142369634,1221,575,20152,1427430,0.6333333333,1,0.5111111111,0.6764705882,0.8394160584,0.9467312349,0.49,0.5,0.42,0.48,0.48,0.48,30.338,0.1975,330,62,270.6909,274.3226,79302,2435.723,8.397059,245.6994,323.7084,0.116902,80.85359
C41,P3,test_002.tif,Macro,3,97792,221184,1449378,34688,14545,1,Malignant,1,TP,1,20,15.876,Lymph,0.01474632567,0.9615766213,0.4988069059,0.4890591312,0.6568699938,0.8110801722,0.9118154605,10661,426,10712,1427579,0.8,1,0.7333333333,0.8461538462,0.9322033898,0.9790575916,0.65,0.44,0.4,0.47,0.51,0.57,25.627,0.1669,23,14,355.4348,333.9286,3636,3883.181,12.01004,51.8888,395.4426,0.109424,73.86576
C41,P4,test_002.tif,Macro,2,97792,221184,1449378,34688,17263,1,Malignant,1,TP,1,20,172.193,Lymph,0.01474632567,0.9415923763,0.5732466196,0.5535625537,0.712636324,0.8343661895,0.9072985865,12252,760,9121,1427245,0.7833333333,0.9210526316,0.7777777778,0.843373494,0.8883248731,0.911179173,0.62,0.49,0.43,0.51,0.54,0.58,30.338,0.1975,464,160,271.1487,272.9938,43638,4301.732,12.74553,196.1886,383.2957,0.250149,98.0159
C41,P5,test_002.tif,Macro,1,97792,221184,1449378,34688,45817,1,Malignant,1,TP,1,20,38.349,Lymph,0.01474632567,0.6023691655,0.6376269125,0.4487470776,0.6194967839,0.6091052928,0.6043348628,13628,8996,7745,1419009,0.6833333333,1,0.5777777778,0.7323943662,0.8724832215,0.9587852495,0.55,0.5,0.43,0.5,0.52,0.53,25.627,0.1669,52,21,262.9615,302.7619,1594,7453.04,30.92266,259.0526,334.027,0.146534,99.09151
C41,P6,test_002.tif,Macro,3,97792,221184,1449378,34688,0,1,Benign,0,FN,0,20,26.029,Lymph,0.01474632567,0,0,0,0,0,0,0,0,21373,1428005,0.6166666667,1,0.4888888889,0.6567164179,0.8270676692,0.9420654912,0.51,0.53,0.46,0.51,0.5,0.5,11.39,0.0742,59,0,295.7797,0,-1,9018.973,28.88796,565.9892,421.7079,0.108973,88.07199
C41,P7,test_002.tif,Macro,4,97792,221184,1449378,34688,33171,1,Malignant,1,TP,1,20,90.971,Lymph,0.01474632567,0.6988752289,0.6250409395,0.4924250802,0.6598992294,0.682745086,0.6940524979,13359,5756,8014,1422249,0.6666666667,1,0.5555555556,0.7142857143,0.8620689655,0.9550561798,0.54,0.56,0.48,0.54,0.54,0.54,1.776,0.0116,90,14,126.4222,139.7143,62777,5162.642,13.25497,396.8901,280.5204,0.161227,83.26001
C41,P8,test_002.tif,Macro,4,97792,221184,1449378,34688,30742,1,Malignant,1,TP,1,20,32.771,Lymph,0.01474632567,0.6632008551,0.6386562485,0.4822469528,0.6506971755,0.6581421587,0.6617049489,13650,6932,7723,1421073,0.6166666667,1,0.4888888889,0.6567164179,0.8270676692,0.9420654912,0.46,0.46,0.39,0.44,0.45,0.46,25.627,0.1669,70,9,203.3857,180.7778,17100,7808.363,24.51608,257.9319,307.3335,0.100575,95.14725
C41,P9,test_002.tif,Macro,2,97792,221184,1449378,34688,35340,1,Neoplastic,1,TP,1,20,91.492,Lymph,0.01474632567,0.5749516034,0.6392177046,0.4340863597,0.6053838485,0.5867498132,0.5783721191,13662,10100,7711,1417905,0.6166666667,1,0.4888888889,0.6567164179,0.8270676692,0.9420654912,0.45,0.54,0.43,0.48,0.46,0.45,57.66,0.3754,254,26,236.5315,309.3077,48812,4126.604,14.91403,276.7096,451.6377,0.219658,85.55658
C25,P1,test_084.tif,Micro,2,118784,82432,604248,3593,0,1,Benign,0,FN,0,40,23.478,Lymph,0.004408785797,0,0,0,0,0,0,0,0,2664,601584,0.65,1,0.5333333333,0.6956521739,0.8510638298,0.951048951,0.6,0.48,0.46,0.51,0.55,0.58,0.979,0.0175,66,0,228.803,0,-1,8324.167,34.99123,813.6912,483.7457,0.156671,97.2354
C42,P10,test_004.tif,Micro,1,98304,103936,1600093,334,0,1,Benign,0,FN,0,40,111.002,Lymph,0.0001656153736,0,0,0,0,0,0,0,0,265,1599828,0.55,1,0.4,0.5714285714,0.7692307692,0.9189189189,0.48,0.47,0.42,0.46,0.47,0.47,1,0.0139,274,0,281.5474,0,-1,4549.588,14.14684,419.0223,358.1067,0.253331,82.01677
C42,P11,test_004.tif,Micro,3,98304,103936,1600093,334,1843,1,Malignant,1,TP,1,40,106.959,Lymph,0.0001656153736,0.126779661,0.7056603774,0.1204121056,0.2149425287,0.1516626115,0.1332076262,187,1288,78,1598540,0.8833333333,0.975,0.8666666667,0.9176470588,0.9512195122,0.9678832117,0.56,0.71,0.5,0.58,0.56,0.56,14.259,0.1975,245,2,155.4,258.5,35134,3936.556,11.17271,383.5033,391.0559,0.131621,93.28012
C42,P2,test_004.tif,Micro,1,98304,103936,1600093,334,0,1,Benign,0,FN,0,40,52.258,Lymph,0.0001656153736,0,0,0,0,0,0,0,0,265,1599828,0.6333333333,1,0.5111111111,0.6764705882,0.8394160584,0.9467312349,0.49,0.5,0.42,0.48,0.48,0.48,1,0.0139,90,0,306,0,-1,5812.274,18.78562,401.8948,269.3498,0.163439,94.3679
C42,P3,test_004.tif,Micro,3,98304,103936,1600093,334,0,1,Benign,0,FN,0,40,50.771,Lymph,0.0001656153736,0,0,0,0,0,0,0,0,265,1599828,0.8,1,0.7333333333,0.8461538462,0.9322033898,0.9790575916,0.65,0.44,0.4,0.47,0.51,0.57,17.088,0.2367,123,0,254.4228,0,-1,6001.529,18.7589,737.3687,476.304,0.166564,93.51454
C42,P4,test_004.tif,Micro,2,98304,103936,1600093,334,464,1,Malignant,1,TP,1,40,227.257,Lymph,0.0001656153736,0.5704467354,0.6264150943,0.4256410256,0.5971223022,0.5808257523,0.5734606787,166,125,99,1599703,0.7833333333,0.9210526316,0.7777777778,0.843373494,0.8883248731,0.911179173,0.62,0.49,0.43,0.51,0.54,0.58,14.259,0.1975,620,31,267.3484,256.1935,52604,2545.261,7.315268,316.8804,367.7264,0.136818,94.43771
C42,P5,test_004.tif,Micro,1,98304,103936,1600093,334,0,1,Benign,0,FN,0,40,26.239,Lymph,0.0001656153736,0,0,0,0,0,0,0,0,265,1599828,0.6833333333,1,0.5777777778,0.7323943662,0.8724832215,0.9587852495,0.55,0.5,0.43,0.5,0.52,0.53,5.063,0.0701,70,0,243.0286,0,-1,9837.122,36.98229,667.619,473.7745,0.124568,103.9131
C42,P6,test_004.tif,Micro,3,98304,103936,1600093,334,0,1,Benign,0,FN,0,40,29.706,Lymph,0.0001656153736,0,0,0,0,0,0,0,0,265,1599828,0.6166666667,1,0.4888888889,0.6567164179,0.8270676692,0.9420654912,0.51,0.53,0.46,0.51,0.5,0.5,1.5,0.0208,60,0,346.2833,0,-1,9263.69,27.43047,787.4439,467.1434,0.126856,85.47384
